Browser,Browser version,Sessions
Edge,132.0.2957.158,29
Edge,132.0.2957.41,72
Edge,132.0.2957.55,407
Edge,132.0.2957.74,14
Edge,132.0.2957.93,120
Edge,132.0.2957.99,14
Edge,132.0.6834.111,24
Edge,132.0.6834.160,33
Edge,132.0.6834.194,43
Edge,132.0.6834.83,48
Edge,133.0.2988.0,5
Edge,133.0.2993.0,10
Edge,133.0.3000.0,19
Edge,133.0.3014.0,5
Edge,133.0.3054.0,5
Edge,133.0.3054.1,5
Edge,133.0.3063.0,5
Edge,133.0.3065.10,67
Edge,133.0.3065.19,120
Edge,133.0.3065.22,10
Edge,133.0.3065.31,96
Edge,133.0.3065.39,158
Edge,133.0.3065.49,19
Edge,133.0.3065.51,2932
Edge,133.0.3065.54,402
Edge,133.0.3065.59,4500
Edge,134.0.3072.0,5
Edge,134.0.3094.0,29
Edge,134.0.3096.1,5
Edge,18.17763,5
Edge,18.19582,5
Edge,83.0.478.50,10
Edge,84.0.522.50,5
Edge,85.0.564.51,5
Edge,85.0.564.67,10
Edge,86.0.622.38,5
Edge,88.0.705.74,5
Edge,89.0.774.63,5
Edge,89.0.774.68,10
Edge,90.0.818.66,19
Edge,92.0.902.67,239
Edge,92.0.902.73,5
Edge,94.0.992.47,10
Edge,95.0.1020.44,10
Edge,96.0.1054.62,10
Edge,97.0.1072.69,5
Edge,97.0.1072.76,5
Edge,98.0.1108.62,19
Firefox,100.0,10
Firefox,101.0,5
Firefox,102.0,96
Firefox,103.0,5
Firefox,104.0,10
Firefox,105.0,5
Firefox,107.0,24
Firefox,108.0,5
Firefox,109.0,43
Firefox,110.0,14
Firefox,111.0,19
Firefox,112.0,19
Firefox,113.0,77
Firefox,114.0,10
Firefox,115.0,3477
Firefox,115.4.0.444,5
Firefox,116.0,91
Firefox,117.0,14
Firefox,118.0,19
Firefox,119.0,14
Firefox,120.0,57
Firefox,121.0,14
Firefox,122.0,57
Firefox,123.0,62
Firefox,124.0,129
Firefox,125.0,100
Firefox,126.0,67
Firefox,127.0,201
Firefox,128.0,2339
Firefox,128.3.0.444,5
Firefox,128.3.1,5
Firefox,129.0,143
Firefox,130.0,182
Firefox,131.0,320
Firefox,132.0,1090
Firefox,133.0,27810
Firefox,134.0,34610
Firefox,134.1,5
Firefox,135.0,6891
Firefox,136.0,77
Firefox,137.0,10
Firefox,68.0,5
Firefox,78.0,249
Firefox,81.0,5
Firefox,84.0,14
Firefox,86.0,5
Firefox,87.0,10
Firefox,88.0,10
Firefox,89.0,5
Firefox,91.0,14
Firefox,92.0,10
Firefox,93.0,10
Firefox,98.0,5
Meta Quest Browser,36.2.0.162.168.673971838,38
Meta Quest Browser,36.2.0.246.168.680064243,5
Meta Quest Browser,36.5.0.5.40.684550720,10
Meta Quest Browser,36.6.0.9.50.692136875,5
Mozilla Compatible Agent,5.0,569
Opera,102.0.0.0,120
Opera,105.0.0.0,5
Opera,108.0.0.0,10
Opera,109.0.0.0,5
Opera,11.6.2254.71256,10
Opera,11.9.2254.73285,10
Opera,110.0.0.0,5
Opera,112.0.0.0,57
Opera,113.0.0.0,120
Opera,114.0.0.0,6528
Opera,114.0.5282.21,10
Opera,115.0.0.0,6796
Opera,115.0.5322.58,24
Opera,116.0.0.0,4223
Opera,117.0.0.0,43
Opera,117.0.5408.4,14
Opera,118.0.0.0,48
Opera,12.1.2254.74208,5
Opera,12.3.2254.75000,5
Opera,130.0.0.0,5
Opera,131.0.0.0,5
Opera,30.0.2254.121224,5
Opera,46.0.2207.0,33
Opera,58.0.3135.79,5
Opera,61.2.3076.56749,10
Opera,64.0.2254.62635,5
Opera,64.1.3282.59829,29
Opera,66.2.3445.62346,5
Opera,66.6.3445.73002,14
Opera,70.3.3653.66287,5
Opera,72.9.3767.72992,5
Opera,73.0.3856.284,5
Opera,73.2.3844.69974,5
Opera,73.2.3844.71002,62
Opera,74.0.2254.68611,10
Opera,74.0.2254.68696,5
Opera,75.3.3978.72666,77
Opera,76.1.4027.73300,10
Opera,77.0.2254.69831,5
Opera,77.5.4095.75179,38
Opera,78.0.2254.70362,5
Opera,78.0.2254.70370,5
Opera,79.0.4143.61,10
Opera,79.6.4195.77168,10
Opera,80.0.2254.71401,5
Opera,81.0.2254.72055,5
Opera,81.0.2254.72260,10
Opera,82.0.2254.72653,5
Opera,82.0.4227.44,14
Opera,82.2.4342.79505,10
Opera,82.5.4342.79868,5
Opera,83.0.0.0,5
Opera,83.0.4254.27,5
Opera,84.0.0.0,10
Opera,84.0.2254.73823,19
Opera,85.0.0.0,62
Opera,85.0.2254.74549,29
Opera,86.0.0.0,4409
Opera,86.0.2254.74831,43
Opera,86.0.2254.75055,14
Opera,86.0.4363.59,5
Opera,87.0.0.0,2473
Opera,87.0.2254.75299,57
Opera,87.1.2254.75426,14
Opera,87.1.2254.75427,383
Opera,88.0.0.0,10
Opera,88.0.2254.75874,43
Opera,89.0.4447.83,5
Opera,89.0.4447.91,5
Opera,90.0.4480.54,29
Opera,93.0.0.0,5
Opera,95.0.0.0,234
PaleMoon,33.2.1,10
Phoenix Browser,14.1,5
Phoenix Browser,17.2,5
Phoenix Browser,17.3,5
Phoenix Browser,17.4,10
Phoenix Browser,17.5,5
Safari,(not set),48
Safari,10.0,5
Safari,12.1.2,411
Safari,13.0.1,5
Safari,13.0.4,10
Safari,13.0.5,67
Safari,13.1,100
Safari,13.1.1,10
Safari,13.1.2,569
Safari,13.1.3,5
Safari,14.0,43
Safari,14.0.1,110
Safari,14.0.2,14
Safari,14.0.3,177
Safari,14.1,62
Safari,14.1.1,105
Safari,14.1.2,607
Safari,14.1.3,120
Safari,15.0,454
Safari,15.1,139
Safari,15.2,163
Safari,15.3,306
Safari,15.4,1961
Safari,15.5,3305
Safari,15.6,2458
Safari,15.6.1,14299
Safari,15.6.3,330
Safari,15.6.4,588
Safari,15.6.6,37733
Safari,15.7,5
Safari,15.8,57
Safari,15.8.3,38
Safari,16.0,9574
Safari,16.0.3,5
Safari,16.1,28833
Safari,16.1.1,29
Safari,16.2,14228
Safari,16.3,21459
Safari,16.3.1,29
Safari,16.4,2860
Safari,16.4.1,292
Safari,16.5,1841
Safari,16.5.1,2224
Safari,16.5.2,1435
Safari,16.6,94395
Safari,16.6.1,4529
Safari,16.7,81
Safari,16.7.10,72
Safari,17.0,3305
Safari,17.0.1,1119
Safari,17.1,2085
Safari,17.1.1,1779
Safari,17.1.2,2630
Safari,17.10,1927
Safari,17.2,4036
Safari,17.2.1,1851
Safari,17.3,1956
Safari,17.3.1,6992
Safari,17.4,2262
Safari,17.4.1,15246
Safari,17.5,54936
Safari,17.5.1,19
Safari,17.6,200981
Safari,17.6.1,153
Safari,17.7,11827
Safari,17.7.1,14
Safari,17.7.2,10
Safari,17.8,8532
Safari,17.8.1,24017
Safari,17.9,3788
Safari,18.0,27996
Safari,18.0.1,36738
Safari,18.1,25538
Safari,18.1.1,1253919
Safari,18.2,420010
Safari,18.2.1,359
Safari,18.3,165600
Safari,18.3.1,10
Safari,18.4,14
Safari,603.2.4,29
Safari,604.1,284783
Safari,605.1,38
Safari,605.1.15,6557
Safari,8.0,5
Safari,8.0.2,10
Safari,9.0,10
Safari (in-app),(not set),25586
Safari (in-app),15.0,497
Samsung Internet,1.0,5
Samsung Internet,11.0,14
Samsung Internet,13.0,14
Samsung Internet,13.2,72
Samsung Internet,131.0.6778.73,5
Samsung Internet,14.0,24
Samsung Internet,14.2,81
Samsung Internet,15.0,57
Samsung Internet,16.0,96
Samsung Internet,16.2,67
Samsung Internet,17.0,72
Samsung Internet,18.0,86
Samsung Internet,19.0,359
Samsung Internet,20.0,416
Samsung Internet,21.0,846
Samsung Internet,22.0,909
Samsung Internet,23.0,1110
Samsung Internet,24.0,1296
Samsung Internet,25.0,1540
Samsung Internet,26.0,6069
Samsung Internet,27.0,363726
Samsung Internet,28.0,96
Samsung Internet,3.0,24
Samsung Internet,4.0,10
Samsung Internet,5.0,38
Samsung Internet,7.0,14
Samsung Internet,7.2,5
Samsung Internet,7.4,292
SeaMonkey,2.53.20,10
UC Browser,11.3.5.1203,5
UC Browser,11.6.4.950,24
UC Browser,13.8.0.1323,5
UC Browser,13.8.4.1325,5
UC Browser,13.8.8.1327,24
UC Browser,13.9.0.1328,5
UC Browser,13.9.5.1333,5
UC Browser,13.9.8.1336,10
UC Browser,14.0.0.1337,19
UC Browser,14.0.2.1338,5
UC Browser,14.0.5.1339,10
UC Browser,14.0.8.1340,29
UC Browser,14.1.0.1341,5
Whale Browser,1.0.0.0,14
Whale Browser,3.18.154.14,5
Whale Browser,4.29.282.14,10
YaBrowser,131.0.6778.39,5
YaBrowser,16.0,5
YaBrowser,17.0,24
YaBrowser,18.0,5
YaBrowser,23.1.5.87.00,5
YaBrowser,24.10.0.0,5
YaBrowser,24.10.2.123.00,5
YaBrowser,24.12.2.82.00,14
YaBrowser,24.12.3.100.00,19
YaBrowser,24.12.4.524.10,5
YaBrowser,24.12.5.28.00,5
