Browser,Browser Version,Users,Sessions,Pages/Session,Avg. Session Duration,% New Sessions,Bounce Rate
Edge,96.0.915.56,1,1,1,00:00:00,100.00%,100.00%
Edge,96.0.972.46,1,1,1,00:00:00,100.00%,100.00%
Edge,96.0.990.37,1,1,1,00:00:00,100.00%,100.00%
Edge,96.0.991.14,1,1,1,00:00:00,100.00%,0.00%
Edge,97.0.1040.1,1,1,6,00:22:52,100.00%,0.00%
Edge,97.0.1072.90,1,1,1,00:00:00,0.00%,100.00%
Edge,97.0.4266.161,1,1,1,00:00:05,100.00%,0.00%
Edge,98.0.1108.00,1,1,1,00:00:00,0.00%,100.00%
Edge,98.0.1108.29,1,1,2,00:01:03,100.00%,0.00%
Edge,98.0.1108.89,1,1,1,00:00:00,100.00%,100.00%
Edge,98.0.1121.29,1,1,1,00:00:00,100.00%,100.00%
Edge,98.0.4758.102,1,1,3,00:03:38,0.00%,0.00%
Edge,99.0.0.0,1,2,1,00:00:00,50.00%,50.00%
Edge,99.0.1120.0,1,1,1,00:00:00,100.00%,100.00%
Edge,99.0.1135.5,1,1,5,00:08:23,100.00%,0.00%
Edge,99.0.1141.0,1,1,1,00:00:00,100.00%,0.00%
Edge,99.0.1142.0,1,1,1,00:00:00,100.00%,0.00%
Edge,99.0.1149.0,1,4,2,00:00:45,25.00%,25.00%
Edge,99.0.1150.14,1,1,1,00:00:00,100.00%,100.00%
Edge,99.0.1150.2,1,1,1,00:00:00,0.00%,100.00%
Edge,99.0.1150.38,1,2,5.5,00:02:38,0.00%,0.00%
Edge,99.0.1150.47,1,1,3,00:02:13,100.00%,0.00%
Edge,99.0.1150.56,1,1,15,00:04:57,100.00%,0.00%
Edge,99.0.1150.73,1,3,5,00:06:43,0.00%,0.00%
Edge,99.0.1150.77,1,1,7,00:12:47,100.00%,0.00%
Edge,99.0.4844.74,1,1,1,00:00:00,100.00%,100.00%
Edge,99.103.1264.62,1,1,2,00:11:26,100.00%,0.00%
Edge,99.104.1293.54,1,1,2,00:01:03,100.00%,0.00%
Edge,99.107.1418.52,1,1,14,00:11:51,100.00%,0.00%
Edge,99.108.1462.42,1,4,3.5,00:02:10,0.00%,0.00%
Edge,99.99.1150.52,1,1,1,00:00:00,0.00%,100.00%
Edge,99.99.1150.55,1,1,1,00:00:00,100.00%,100.00%
Firefox,1.0.2,1,1,1,00:00:00,100.00%,100.00%
Firefox,1.0.3,1,1,1,00:00:00,100.00%,100.00%
Firefox,1.5.0.1,1,1,1,00:00:00,100.00%,100.00%
Firefox,1.5.0.10,1,1,1,00:00:00,100.00%,0.00%
Firefox,1.5.0.2,1,1,1,00:00:00,100.00%,100.00%
Firefox,1.5.0.3,1,1,1,00:00:00,100.00%,0.00%
Firefox,1.5.0.6,1,1,1,00:00:00,100.00%,0.00%
Firefox,10.0.2,1,1,1,00:00:00,100.00%,100.00%
Firefox,100.6,1,1,1,00:00:09,100.00%,0.00%
Firefox,102.4,1,1,5,00:01:33,100.00%,0.00%
Firefox,102.6,1,1,15,00:18:38,0.00%,0.00%
Firefox,102.9,1,1,1,00:03:50,100.00%,0.00%
Firefox,103.0esr,1,1,1,00:00:01,100.00%,100.00%
Firefox,103.6,1,1,1,00:00:00,100.00%,100.00%
Firefox,103.7,1,1,6,00:08:28,100.00%,0.00%
Firefox,104.1,1,1,4,00:01:42,100.00%,0.00%
Firefox,104.2,1,1,3,00:00:20,100.00%,0.00%
Firefox,104.3,1,1,1,00:02:22,0.00%,0.00%
Firefox,104.5,1,1,1,00:04:52,100.00%,0.00%
Firefox,104.7,1,4,6.25,00:09:38,0.00%,0.00%
Firefox,105.3,1,2,7,00:03:38,0.00%,0.00%
Firefox,105.5,1,1,1,00:00:03,0.00%,0.00%
Firefox,106.3,1,1,7,00:03:07,100.00%,0.00%
Firefox,107.0esr,1,1,1,00:00:00,100.00%,100.00%
Firefox,107.1,1,2,1,00:01:41,50.00%,0.00%
Firefox,107.8,1,1,1,00:00:00,100.00%,0.00%
Firefox,108.0.1,1,1,1,00:00:00,100.00%,0.00%
Firefox,110.0esr,1,1,1,00:00:00,100.00%,100.00%
Firefox,123.0esr,1,1,2,00:00:43,100.00%,0.00%
Firefox,13.0.1,1,1,1,00:00:00,100.00%,100.00%
Firefox,15.0a2,1,1,1,00:00:00,100.00%,100.00%
Firefox,2,1,1,1,00:00:00,100.00%,100.00%
Firefox,2.0.0.13,1,1,1,00:00:00,100.00%,100.00%
Firefox,2.0.0.20,1,1,1,00:00:00,100.00%,0.00%
Firefox,20.6.14,1,1,1,00:00:00,100.00%,100.00%
Firefox,21.0.1,1,1,1,00:00:00,100.00%,100.00%
Firefox,22,1,1,1,00:00:00,100.00%,100.00%
Firefox,23,1,1,1,00:00:00,100.00%,100.00%
Firefox,26,1,1,1,00:00:00,100.00%,100.00%
Firefox,28,1,1,1,00:00:00,100.00%,0.00%
Firefox,3.0.1,1,1,1,00:00:00,100.00%,0.00%
Firefox,3.0.10,1,1,1,00:00:00,100.00%,100.00%
Firefox,3.0.19,1,1,2,00:00:17,100.00%,0.00%
Firefox,3.0.5,1,1,1,00:00:00,100.00%,100.00%
Firefox,3.0.7,1,1,1,00:00:00,100.00%,0.00%
Firefox,3.5.3,1,1,1,00:00:00,100.00%,100.00%
Firefox,3.6.10,1,1,1,00:00:00,100.00%,100.00%
Firefox,3.6.13,1,1,1,00:00:00,100.00%,100.00%
Firefox,3.6.17,1,1,1,00:00:00,100.00%,100.00%
Firefox,3.6.24,1,1,2,00:00:03,100.00%,0.00%
Firefox,3.6.4,1,1,1,00:00:00,100.00%,100.00%
Firefox,30,1,1,1,00:00:00,100.00%,100.00%
Firefox,38.9,1,1,2,00:01:53,100.00%,0.00%
Firefox,60.8,1,5,3.4,00:02:23,20.00%,0.00%
Firefox,63.0.2,1,1,1,00:00:00,100.00%,100.00%
Firefox,68.4.2,1,1,4,00:11:36,100.00%,0.00%
Firefox,78.13,1,1,4,00:00:52,100.00%,0.00%
Firefox,89.0.2,1,1,1,00:00:00,100.00%,100.00%
Firefox,9.0.1,1,1,1,00:00:00,100.00%,100.00%
Firefox,94.0.1,1,1,1,00:00:00,100.00%,100.00%
Firefox,94.0esr,1,1,1,00:00:00,100.00%,100.00%
Firefox,95.3,1,2,2.5,00:00:42,0.00%,0.00%
Firefox,95.5,1,1,6,00:05:11,100.00%,0.00%
Firefox,96.0esr,1,1,1,00:00:00,100.00%,100.00%
Firefox,96.2,1,4,2,00:00:47,25.00%,25.00%
Firefox,97.1,1,1,7,00:09:13,0.00%,0.00%
Firefox,97.6,1,1,1,00:00:07,0.00%,100.00%
Firefox,97.9,1,3,2.33,00:01:45,33.33%,0.00%
Firefox,98.0.1,1,1,1,00:00:00,100.00%,0.00%
Firefox,99.0.1,1,1,1,00:00:00,100.00%,100.00%
Firefox,99.2,1,1,4,00:03:42,0.00%,0.00%
Firefox,F8C8,1,1,1,00:00:00,100.00%,100.00%
Lava A32,(not set),1,1,1,00:00:00,100.00%,100.00%
lua-resty-http,0.1,1,1,1,00:00:00,100.00%,100.00%
Maxthon,107.0.5304.141,1,1,1,00:00:00,100.00%,100.00%
Maxthon,108.0.5359.79,1,2,1,00:00:00,0.00%,50.00%
Maxthon,13400,1,2,2,00:00:36,50.00%,50.00%
Maxthon,15,1,1,2,00:00:31,100.00%,0.00%
Maxthon,15.2,1,1,2,00:04:41,100.00%,0.00%
Maxthon,15.3,1,1,1,00:00:00,100.00%,0.00%
Maxthon,15.4,1,1,1,00:00:35,100.00%,0.00%
Maxthon,16,1,2,4.5,00:00:21,50.00%,0.00%
Maxthon,16.1,1,4,5,00:04:13,0.00%,0.00%
Maxthon,4,1,1,1,00:00:00,100.00%,100.00%
Maxthon,4.4.3.4000,1,1,2,00:00:03,100.00%,0.00%
Maxthon,4.9.4.2000,1,1,3,00:06:37,100.00%,0.00%
Maxthon,5.2.2.1100,1,1,1,00:00:00,100.00%,100.00%
Maxthon,9000,1,2,1.5,00:04:39,50.00%,0.00%
Maxthon,97.0.4692.87,1,1,1,00:00:00,0.00%,100.00%
Maxthon,97.0.4692.98,1,1,2,00:01:00,0.00%,0.00%
Maxthon,99.0.4844.73,1,1,1,00:00:00,100.00%,100.00%
Microsoft Office Excel 2014,(not set),1,1,1,00:00:00,100.00%,100.00%
Mozilla,38,1,1,2,00:00:11,100.00%,0.00%
Mozilla,4.6,1,1,1,00:00:00,100.00%,100.00%
Mozilla,5.2,1,1,1,00:00:00,100.00%,100.00%
Mozilla,52,1,1,1,00:00:01,100.00%,100.00%
Mozilla,70,1,1,1,00:00:00,100.00%,0.00%
MRCHROME,(not set),1,1,1,00:00:00,100.00%,100.00%
MySkyApp,iOS,1,1,2,00:01:02,100.00%,0.00%
Nintendo Browser,5.1.0.22021,1,1,1,00:00:00,100.00%,100.00%
Opendium Iceni report generator,(not set),1,1,0,00:00:00,0.00%,0.00%
Opera,0.11,1,1,2,00:03:58,100.00%,0.00%
Opera,0.8,1,1,1,00:00:00,100.00%,100.00%
Opera,1,1,1,1,00:00:00,100.00%,100.00%
Opera,10.5.2254.60481,1,1,1,00:00:00,100.00%,100.00%
Opera,10.6.2254.60922,1,1,5,00:00:54,100.00%,0.00%
Opera,12.0.1987.97260,1,1,1,00:10:43,100.00%,0.00%
Opera,14.0.2065.100298,1,1,2,00:07:08,100.00%,0.00%
Opera,15.0.2125.101257,1,1,2,00:00:42,100.00%,0.00%
Opera,17.0.2211.105178,1,1,1,00:00:00,100.00%,100.00%
Opera,18.0.1284.63,1,1,4,00:04:24,100.00%,0.00%
Opera,18.0.2254.105943,1,1,1,00:00:00,100.00%,100.00%
Opera,27.0.2254.118422,1,1,5,00:01:33,0.00%,0.00%
Opera,28.0.2254.119154,1,1,1,00:00:00,100.00%,100.00%
Opera,30.0.1856.93524,1,1,1,00:00:00,100.00%,100.00%
Opera,30.0.2254.120663,1,1,1,00:00:00,100.00%,100.00%
Opera,31.0.2254.121393,1,1,1,00:00:00,100.00%,100.00%
Opera,32.0.2254.122823,1,1,2,00:02:49,100.00%,0.00%
Opera,32.0.2254.125520,1,1,1,00:00:00,100.00%,100.00%
Opera,34.0.2044.100845,1,1,3,00:09:35,100.00%,0.00%
Opera,35.0.2254.127607,1,1,2,00:01:27,100.00%,0.00%
Opera,36.1.2254.130118,1,1,1,00:00:00,100.00%,100.00%
Opera,36.3.2126.106031,1,1,1,00:00:00,100.00%,100.00%
Opera,37.0.2254.131961,1,1,1,00:00:00,100.00%,100.00%
Opera,37.1.2254.132401,1,1,2,00:01:40,100.00%,0.00%
Opera,37.1.2254.133405,1,1,2,00:04:23,100.00%,0.00%
Opera,37.3.2254.133322,1,1,2,00:00:20,100.00%,0.00%
Opera,37.6.2254.134291,1,2,1,00:00:00,50.00%,100.00%
Opera,38.0.2254.133187,1,1,1,00:00:00,100.00%,100.00%
Opera,38.0.2254.134400,1,1,1,00:00:00,100.00%,100.00%
Opera,38.1.2254.136002,1,1,1,00:00:00,100.00%,100.00%
Opera,39.0.2254.134523,1,1,1,00:00:00,100.00%,100.00%
Opera,39.1.2254.136007,1,1,1,00:00:00,100.00%,100.00%
Opera,39.1.2254.136708,1,1,1,00:00:00,100.00%,100.00%
Opera,40.0.2308.54,1,1,1,00:00:00,100.00%,100.00%
Opera,40.1.2254.138077,1,1,2,00:01:47,100.00%,0.00%
Opera,41.0.2254.138643,1,2,1,00:01:08,50.00%,50.00%
Opera,41.2.2246.111806,1,1,1,00:00:00,100.00%,100.00%
Opera,42.5.2246.114172,1,1,1,00:00:00,100.00%,100.00%
Opera,42.7.2246.114996,1,1,1,00:00:00,100.00%,100.00%
Opera,42.7.2246.121885,1,1,2,00:25:30,100.00%,0.00%
Opera,44.0.2254.141377,1,1,1,00:00:00,100.00%,100.00%
Opera,44.0.2291.55,1,1,1,00:00:00,100.00%,100.00%
Opera,44.1.2246.123029,1,1,3,00:03:24,100.00%,0.00%
Opera,44.1.2254.142341,1,1,2,00:01:48,100.00%,0.00%
Opera,44.1.2254.142659,1,1,1,00:00:00,100.00%,100.00%
Opera,45.0.2106.28,1,1,1,00:00:00,100.00%,100.00%
Opera,45.0.2137.134,1,1,1,00:00:00,100.00%,100.00%
Opera,45.0.2254.144724,1,1,1,00:00:00,100.00%,100.00%
Opera,45.0.2254.145047,1,1,1,00:00:00,100.00%,100.00%
Opera,45.0.2398.224,1,1,1,00:00:00,100.00%,100.00%
Opera,45.0.2552.888,1,1,1,00:00:00,0.00%,100.00%
Opera,46.0.2254.145221,1,1,1,00:00:00,100.00%,100.00%
Opera,46.0.2254.145392,1,1,1,00:00:00,100.00%,100.00%
Opera,46.0.2597.46,1,3,1,00:00:00,33.33%,100.00%
Opera,46.1.2254.55139,1,1,1,00:00:00,100.00%,100.00%
Opera,46.3.2246.127744,1,1,1,00:00:00,100.00%,100.00%
Opera,47.0.2254.146543,1,1,1,00:00:00,100.00%,100.00%
Opera,47.0.2254.146742,1,1,2,00:00:13,100.00%,0.00%
Opera,47.0.2631.55,1,1,1,00:00:00,100.00%,100.00%
Opera,47.2.2254.147902,1,1,1,00:00:00,100.00%,100.00%
Opera,48.0.2254.147676,1,1,1,00:00:00,100.00%,100.00%
Opera,48.0.2331.132663,1,1,2,00:00:12,100.00%,0.00%
Opera,48.0.2685.39,1,1,2,00:00:04,100.00%,0.00%
Opera,48.0.2685.50,1,1,1,00:00:00,100.00%,100.00%
Opera,49.0.2361.133821,1,1,1,00:00:00,100.00%,100.00%
Opera,49.0.2725.47,1,1,2,00:03:30,100.00%,0.00%
Opera,49.2.2361.134358,1,1,1,00:00:34,100.00%,0.00%
Opera,50.0.2254.148730,1,1,1,00:00:00,100.00%,100.00%
Opera,50.0.2254.148766,1,1,1,00:00:00,100.00%,100.00%
Opera,50.0.2401.135049,1,3,6.33,00:05:53,33.33%,0.00%
Opera,50.0.2762.45,1,1,1,00:00:00,100.00%,100.00%
Opera,50.0.2762.58,1,1,2,00:00:01,100.00%,0.00%
Opera,50.3.2426.136976,1,3,1,00:00:00,33.33%,100.00%
Opera,52.1.2254.54290,1,1,1,00:00:00,100.00%,100.00%
Opera,52.2.2254.54593,1,1,1,00:00:00,100.00%,100.00%
Opera,52.2.2254.54700,1,1,4,00:06:05,100.00%,0.00%
Opera,52.2.2517.139816,1,1,1,00:00:00,100.00%,100.00%
Opera,52.4.2517.140781,1,1,3,00:00:58,100.00%,0.00%
Opera,53.0.4036.46,1,1,1,00:00:00,100.00%,100.00%
Opera,53.0.4047.46,1,1,1,00:00:00,100.00%,100.00%
Opera,53.0.4141.46,1,1,1,00:00:00,100.00%,100.00%
Opera,53.1.2254.55309,1,1,1,00:00:01,100.00%,100.00%
Opera,53.1.2569.142848,1,1,2,00:05:38,100.00%,0.00%
Opera,54.0.2672.52933,1,1,1,00:00:00,100.00%,100.00%
Opera,54.0.4173.46,1,1,1,00:00:00,100.00%,100.00%
Opera,54.0.4300.46,1,1,1,00:00:00,100.00%,100.00%
Opera,55.0.2254.56491,1,1,1,00:10:06,100.00%,0.00%
Opera,55.0.2254.57345,1,1,1,00:00:00,100.00%,100.00%
Opera,55.0.3888.46,1,1,1,00:00:00,100.00%,100.00%
Opera,55.0.4024.46,1,1,1,00:00:00,100.00%,100.00%
Opera,55.1.2254.56750,1,1,1,00:00:00,100.00%,100.00%
Opera,55.1.2719.50726,1,1,1,00:00:00,100.00%,100.00%
Opera,56.0.2254.57351,1,2,1,00:00:00,50.00%,100.00%
Opera,56.0.2254.57519,1,1,1,00:00:00,100.00%,100.00%
Opera,56.0.2254.57537,1,1,1,00:00:00,100.00%,100.00%
Opera,56.0.3051.116,1,1,1,00:00:00,100.00%,100.00%
Opera,57.0.2254.57650,1,1,1,00:00:00,100.00%,100.00%
Opera,57.0.2254.57835,1,1,1,00:00:00,100.00%,100.00%
Opera,57.0.3098.110,1,1,1,00:00:00,100.00%,100.00%
Opera,57.0.3098.116,1,1,1,00:00:00,100.00%,0.00%
Opera,57.0.3098.91,1,1,1,00:00:00,100.00%,100.00%
Opera,57.1.2830.52480,1,1,1,00:00:00,100.00%,100.00%
Opera,58.0.2254.58074,1,1,1,00:00:00,100.00%,100.00%
Opera,58.0.2864.52917,1,2,2.5,00:00:43,50.00%,0.00%
Opera,58.0.2878.53230,1,2,1.5,00:00:36,50.00%,50.00%
Opera,58.0.3135.127,1,1,4,00:00:41,0.00%,0.00%
Opera,58.0.3135.68,1,1,1,00:00:00,100.00%,100.00%
Opera,58.1.2878.53366,1,1,1,00:00:00,100.00%,100.00%
Opera,58.3.2878.56689,1,1,1,00:00:00,100.00%,100.00%
Opera,59.0.2254.58910,1,1,3,00:07:35,100.00%,0.00%
Opera,59.0.2254.59153,1,1,1,00:00:00,100.00%,100.00%
Opera,59.0.2926.53897,1,1,1,00:00:00,100.00%,100.00%
Opera,60.0.2254.59314,1,1,1,00:00:00,100.00%,100.00%
Opera,60.0.3004.55061,1,1,1,00:00:00,100.00%,100.00%
Opera,60.0.3004.55063,1,1,2,00:06:51,100.00%,0.00%
Opera,60.0.3255.109,1,2,2.5,00:22:00,0.00%,50.00%
Opera,60.0.3255.70,1,1,1,00:00:00,100.00%,100.00%
Opera,60.2.3004.55409,1,2,2.5,00:01:31,50.00%,50.00%
Opera,61.0.2254.60120,1,1,1,00:00:00,100.00%,100.00%
Opera,61.0.3076.56542,1,1,1,00:00:00,100.00%,100.00%
Opera,61.1.3076.56744,1,1,1,00:00:00,100.00%,100.00%
Opera,62.0.3146.57357,1,1,4,00:02:19,100.00%,0.00%
Opera,63.0.2254.61742,1,1,1,00:00:00,100.00%,100.00%
Opera,63.0.3368.35,1,1,1,00:00:00,100.00%,100.00%
Opera,63.0.3368.88,1,1,1,00:00:14,100.00%,0.00%
Opera,63.1.3216.58539,1,1,1,00:00:29,100.00%,0.00%
Opera,64.0.3282.59819,1,2,6,00:01:50,0.00%,0.00%
Opera,64.1.2254.62852,1,1,1,00:00:00,100.00%,100.00%
Opera,65.0.2254.63198,1,1,2,00:00:59,100.00%,0.00%
Opera,65.0.3310.60026,1,1,1,00:00:00,100.00%,100.00%
Opera,65.0.3467.42,1,1,2,00:01:36,100.00%,0.00%
Opera,65.0.3467.72,1,1,7,00:00:21,100.00%,0.00%
Opera,65.2.2254.63319,1,1,1,00:00:00,100.00%,100.00%
Opera,65.2.2254.63810,1,1,1,00:00:00,100.00%,100.00%
Opera,66.0.2254.64010,1,1,1,00:00:00,100.00%,100.00%
Opera,66.2.3445.62347,1,1,1,00:00:00,100.00%,100.00%
Opera,66.3.3445.67415,1,1,1,00:00:00,100.00%,100.00%
Opera,67.0.2254.64257,1,1,1,00:00:00,100.00%,100.00%
Opera,67.0.3494.62745,1,1,2,00:01:22,0.00%,0.00%
Opera,67.0.3506.62987,1,1,1,00:00:00,100.00%,100.00%
Opera,67.0.3575.105,1,1,1,00:00:00,100.00%,100.00%
Opera,67.0.3575.130,1,1,1,00:00:00,100.00%,100.00%
Opera,68.0.3547.63714,1,1,1,00:00:00,100.00%,100.00%
Opera,68.0.3557.64088,1,2,1.5,00:15:59,50.00%,50.00%
Opera,68.0.3618.142,1,1,4,00:01:32,100.00%,0.00%
Opera,68.0.3618.99,1,1,6,00:01:57,100.00%,0.00%
Opera,68.2.3557.64226,1,1,1,00:00:00,100.00%,100.00%
Opera,69.0.3592.64595,1,1,1,00:01:30,100.00%,0.00%
Opera,69.0.3686.57,1,1,1,00:00:25,100.00%,0.00%
Opera,69.0.3686.95,1,1,1,00:00:00,100.00%,100.00%
Opera,69.2.3606.66227,1,1,1,00:00:00,100.00%,100.00%
Opera,70.0.3631.65424,1,1,3,00:00:56,0.00%,0.00%
Opera,70.0.3634.65493,1,2,9,00:04:33,0.00%,0.00%
Opera,70.0.3648.65773,1,1,1,00:00:00,0.00%,0.00%
Opera,70.0.3653.65895,1,2,1,00:00:00,50.00%,100.00%
Opera,70.0.3728.106,1,1,1,00:00:00,100.00%,100.00%
Opera,70.0.3728.189,1,1,2,00:01:39,100.00%,0.00%
Opera,71.0.3712.66858,1,1,1,00:00:00,100.00%,100.00%
Opera,71.0.3718.67117,1,1,4,00:01:32,0.00%,0.00%
Opera,71.0.3770.228,1,1,1,00:00:00,100.00%,100.00%
Opera,71.0.3770.234,1,1,1,00:00:00,100.00%,100.00%
Opera,71.0.3770.271,1,1,1,00:00:00,100.00%,100.00%
Opera,71.0.3770.284,1,1,1,00:00:00,100.00%,100.00%
Opera,72.0.3760.67851,1,2,6,00:08:36,0.00%,0.00%
Opera,72.0.3767.68078,1,1,3,00:09:06,100.00%,0.00%
Opera,72.0.3767.68116,1,1,1,00:00:00,100.00%,0.00%
Opera,72.0.3815.148,1,1,1,00:00:00,100.00%,100.00%
Opera,72.0.3815.207,1,2,1,00:02:17,0.00%,50.00%
Opera,72.0.3815.450,1,1,1,00:00:00,100.00%,100.00%
Opera,73.0.3832.69371,1,1,4,00:01:16,100.00%,0.00%
Opera,73.0.3856.329,1,1,1,00:00:00,100.00%,100.00%
Opera,73.0.3856.344,1,1,1,00:00:00,100.00%,100.00%
Opera,73.0.3856.421,1,1,1,00:00:00,100.00%,100.00%
Opera,74.0.3911.154,1,1,1,00:00:00,100.00%,100.00%
Opera,74.0.3911.232,1,1,1,00:00:00,100.00%,100.00%
Opera,75.0.3472.24,1,1,1,00:00:00,100.00%,100.00%
Opera,75.0.3969.250,1,1,2,00:01:44,0.00%,0.00%
Opera,75.0.3969.93,1,1,1,00:00:00,100.00%,100.00%
Opera,75.0.3978.197,1,1,1,00:00:00,100.00%,100.00%
Opera,75.0.4014.92,1,1,1,00:00:00,100.00%,0.00%
Opera,76.0.2147.123,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.2645.97,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.2692.66,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.3018.107,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.3601.94,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.3840.164,1,1,1,00:00:00,100.00%,0.00%
Opera,76.0.3998.154,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.4017.107,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.4017.205,1,1,1,00:01:01,100.00%,0.00%
Opera,76.0.4017.227,1,1,1,00:00:00,100.00%,100.00%
Opera,76.0.4017.94,1,1,1,00:01:36,100.00%,0.00%
Opera,76.0.4044.96,1,1,1,00:00:00,100.00%,0.00%
Opera,77.0.3137.102,1,1,1,00:00:00,100.00%,100.00%
Opera,77.0.3592.60,1,1,1,00:00:00,100.00%,100.00%
Opera,77.0.4054.146,1,2,1,00:00:11,50.00%,50.00%
Opera,77.0.4054.265,1,1,1,00:00:00,0.00%,0.00%
Opera,77.0.4054.277,1,1,1,00:00:00,100.00%,100.00%
Opera,77.0.4054.298,1,2,3,00:01:46,50.00%,0.00%
Opera,77.0.4054.90,1,1,1,00:00:00,100.00%,100.00%
Opera,78.0.2047.104,1,1,1,00:00:00,100.00%,100.00%
Opera,78.0.2448.198,1,1,1,00:00:00,100.00%,100.00%
Opera,78.0.4093.153,1,2,1,00:00:00,50.00%,50.00%
Opera,79.0.2431.153,1,1,1,00:00:00,100.00%,100.00%
Opera,79.0.3436.120,1,1,1,00:00:00,100.00%,100.00%
Opera,79.0.3586.104,1,1,1,00:00:00,100.00%,100.00%
Opera,79.0.3791.187,1,1,1,00:00:00,100.00%,0.00%
Opera,79.0.4143.3,1,1,1,00:00:00,100.00%,100.00%
Opera,79.0.4143.50,1,1,2,00:03:46,0.00%,0.00%
Opera,79.0.4143.73,1,1,1,00:00:00,100.00%,100.00%
Opera,80.0.2542.48,1,1,1,00:00:00,100.00%,0.00%
Opera,80.0.2936.169,1,1,1,00:00:00,100.00%,0.00%
Opera,80.0.4081.131,1,1,1,00:00:00,100.00%,100.00%
Opera,80.0.4170.61,1,2,2.5,00:00:23,0.00%,0.00%
Opera,81.0.4196.31,1,1,1,00:00:00,100.00%,100.00%
Opera,81.0.4196.52,1,1,1,00:00:00,100.00%,100.00%
Opera,82.0.4227.32,1,2,1,00:00:00,50.00%,100.00%
Opera,82.0.4227.41,1,1,1,00:00:00,100.00%,100.00%
Opera,82.0.4227.44,1,3,4.33,00:00:57,33.33%,0.00%
Opera,83.0.2278.194,1,1,1,00:00:00,100.00%,100.00%
Opera,83.0.4254.14,1,1,5,00:00:55,100.00%,0.00%
Opera,83.0.4254.47,1,1,1,00:00:00,100.00%,100.00%
Opera,84.0.4305.0,1,1,2,00:01:41,100.00%,0.00%
Opera,84.0.4309.0,1,1,1,00:00:00,100.00%,100.00%
Opera,84.0.4316.0,1,5,2,00:04:50,20.00%,60.00%
Opera,84.0.4316.19,1,1,1,00:01:35,100.00%,0.00%
Opera,85.0.4341.22,1,2,1.5,00:01:06,0.00%,0.00%
Opera,85.0.4341.39,1,1,2,00:00:20,100.00%,0.00%
Opera,85.0.4341.6,1,1,1,00:00:00,100.00%,100.00%
Opera,86.0.4363.12,1,1,1,00:00:00,100.00%,100.00%
Opera,86.0.4363.17,1,3,3.67,00:01:02,33.33%,0.00%
Opera,86.0.4363.58,1,1,1,00:00:00,100.00%,100.00%
Opera,87.0.4388.0,1,1,3,00:00:26,100.00%,0.00%
Opera,87.0.4390.21,1,13,3.46,00:01:23,0.00%,7.69%
Opera,87.0.4390.37,1,1,1,00:00:00,100.00%,100.00%
Opera,88.0.4396.0,1,1,5,00:01:47,100.00%,0.00%
Opera,88.0.4401.0,1,2,3,00:03:24,50.00%,0.00%
Opera,88.0.4412.20,1,1,1,00:00:07,100.00%,0.00%
Opera,89.0.4443.0,1,1,4,00:06:50,0.00%,0.00%
Opera,89.0.4447.20,1,3,2,00:01:29,0.00%,33.33%
Opera,89.0.4447.33,1,1,2,00:00:25,100.00%,0.00%
Opera,89.0.4447.37,1,1,8,00:03:45,0.00%,0.00%
Opera,9.1.2254.58172,1,1,1,00:00:00,100.00%,100.00%
Opera,9.2.2254.59594,1,1,1,00:00:00,100.00%,100.00%
Opera,90.0.4450.0,1,1,3,00:01:24,100.00%,0.00%
Opera,90.0.4470.0,1,1,1,00:00:00,100.00%,0.00%
Opera,90.0.4477.0,1,1,4,00:00:25,100.00%,0.00%
Opera,90.0.4480.64,1,1,4,00:00:44,100.00%,0.00%
Opera,91.0.4491.0,1,1,1,00:00:28,100.00%,0.00%
Opera,91.0.4516.79,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,13.0.2036,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,18.0.1290,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,24.0.2254,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,29.0.2254,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,33.0.2254,1,1,2,00:01:43,100.00%,0.00%
Opera Mini,35.0.2254,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,35.1.2254,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,38.0.2254,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,39.1.2254,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,4.0.10592,1,2,2,00:00:35,50.00%,0.00%
Opera Mini,4.1.11333,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,4.1.13906,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,4.2.18975,1,2,1.5,00:01:59,50.00%,50.00%
Opera Mini,4.2.20457,1,2,2,00:00:43,50.00%,50.00%
Opera Mini,4.2.21992,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,4.2.22537,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,4.2.23453,1,1,1,00:00:00,100.00%,100.00%
Opera Mini,4.2.24721,1,2,1,00:00:00,50.00%,100.00%
